GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
FUN0_009028	scaffold_7:2312867-2314736	+	525	WD repeat, SAM and U-box domain-containing protein 1		ENOG503BHBH									GO:0005515 protein binding		
FUN0_009029	scaffold_7:2316994-2319119	-	522	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009030	scaffold_7:2320070-2321892	+	509	hypothetical protein		ENOG503X82T									GO:0005515 protein binding		
FUN0_009031	scaffold_7:2322589-2324094	-	413	Putative lipase atg15		ENOG503NWX1									GO:0006629 lipid metabolic process		
FUN0_009031	scaffold_7:2322589-2323895	-	328	Putative lipase atg15, variant 2		ENOG503NWX1									GO:0006629 lipid metabolic process		
FUN0_009032	scaffold_7:2324528-2325162	+	178	hypothetical protein		ENOG503PJQ7											
FUN0_009033	scaffold_7:2329799-2331172	-	314	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009034	scaffold_7:2331875-2333169	-	307	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009035	scaffold_7:2334442-2337253	-	621	hypothetical protein		ENOG503PBGY									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009035	scaffold_7:2335304-2337253	-	411	hypothetical protein		ENOG503PBGY									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009036	scaffold_7:2337585-2338322	+	210	[4Fe-4S] proteins maturation		ENOG503P4Q9									GO:0051536 iron-sulfur cluster binding; GO:0016226 iron-sulfur cluster assembly		
FUN0_009037	scaffold_7:2342154-2342737	+	126	hypothetical protein													
FUN0_009038	scaffold_7:2344167-2346117	+	627	hypothetical protein		ENOG503PHVC											
FUN0_009039	scaffold_7:2346433-2348435	+	570	hypothetical protein		ENOG503PKEK									GO:0005634 nucleus; GO:0000775 chromosome, centromeric region; GO:0045132 meiotic chromosome segregation		
FUN0_009040	scaffold_7:2348855-2350732	-	364	hypothetical protein		ENOG503Q4BR									GO:0004061 arylformamidase activity; GO:0019441 tryptophan catabolic process to kynurenine		
FUN0_009041	scaffold_7:2350963-2353569	-	725	U4/U6 small nuclear ribonucleoprotein prp4		ENOG503NU45									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0004674 protein serine/threonine kinase activity; GO:0045292 mRNA cis splicing, via spliceosome; GO:0006468 protein phosphorylation		
FUN0_009042	scaffold_7:2353865-2356392	-	764	hypothetical protein		ENOG503PIT2											
FUN0_009043	scaffold_7:2357913-2359928	-	618	hypothetical protein		ENOG503PAS7											
FUN0_009044	scaffold_7:2360352-2361039	+	191	hypothetical protein													
FUN0_009045	scaffold_7:2361709-2364515	-	668	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009045	scaffold_7:2362301-2364515	-	523	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009045	scaffold_7:2362363-2364515	-	518	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009046	scaffold_7:2365413-2366709	+	310	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009047	scaffold_7:2368006-2369370	+	332	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_13079	scaffold_7:2371189-2371798	+	202	hypothetical protein		ENOG503P0R9											
FUN0_13080	scaffold_7:2371682-2372270	-	121	hypothetical protein													
FUN0_009048	scaffold_7:2372980-2373337	+	97	hypothetical protein													
FUN0_009049	scaffold_7:2377101-2377827	+	241	hypothetical protein		ENOG503PK2W											
FUN0_009050	scaffold_7:2378429-2379062	-	161	hypothetical protein		ENOG503PJIH											
FUN0_009051	scaffold_7:2379635-2380281	-	197	hypothetical protein													
FUN0_009052	scaffold_7:2384385-2385843	+	340	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009052	scaffold_7:2384434-2385843	+	343	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009053	scaffold_7:2390563-2392020	+	357	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009054	scaffold_7:2400161-2400996	+	210	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009055	scaffold_7:2402511-2403247	+	174	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009056	scaffold_7:2406957-2407140	+	60	hypothetical protein													
FUN0_009057	scaffold_7:2407445-2407781	-	111	hypothetical protein													
FUN0_009058	scaffold_7:2408355-2408825	+	139	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009059	scaffold_7:2409565-2409903	-	93	hypothetical protein													
FUN0_009060	scaffold_7:2413403-2415056	-	550	hypothetical protein		ENOG503PIBV											
FUN0_009061	scaffold_7:2415471-2416951	-	432	hypothetical protein		ENOG503NVY2											
FUN0_009062	scaffold_7:2417315-2419342	-	454	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009063	scaffold_7:2421622-2421922	+	99	hypothetical protein													
FUN0_009064	scaffold_7:2422222-2422411	-	62	hypothetical protein													
FUN0_009065	scaffold_7:2424261-2424879	-	145	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009066	scaffold_7:2426388-2426927	+	147	hypothetical protein													
FUN0_009067	scaffold_7:2435311-2436244	-	286	hypothetical protein													
FUN0_009068	scaffold_7:2437689-2438846	-	364	hypothetical protein													
FUN0_009069	scaffold_7:2439894-2440889	-	314	hypothetical protein		ENOG50											
FUN0_009070	scaffold_7:2447089-2447379	-	72	hypothetical protein													
FUN0_009071	scaffold_7:2448145-2449995	+	498	hypothetical protein		ENOG503PECA											
FUN0_009072	scaffold_7:2451709-2452267	-	128	hypothetical protein		ENOG503NVPV											
FUN0_009073	scaffold_7:2452352-2453788	-	326	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009074	scaffold_7:2454554-2456587	-	458	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009074	scaffold_7:2454554-2456114	-	360	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009074	scaffold_7:2454594-2456587	-	443	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009075	scaffold_7:2457334-2458367	+	278	hypothetical protein		ENOG503Q3DJ											
FUN0_009076	scaffold_7:2458689-2460208	-	348	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009077	scaffold_7:2461436-2462099	-	116	hypothetical protein		ENOG503NVPV											
FUN0_009078	scaffold_7:2464479-2466041	-	360	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009078	scaffold_7:2464905-2466041	-	274	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009079	scaffold_7:2469093-2472226	+	274	hypothetical protein													
FUN0_009080	scaffold_7:2472694-2475165	+	685	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009081	scaffold_7:2475500-2477706	-	487	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009082	scaffold_7:2479889-2483505	+	780	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009082	scaffold_7:2479889-2482878	+	623	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009083	scaffold_7:2484422-2484735	-	89	hypothetical protein													
FUN0_009084	scaffold_7:2485130-2487334	-	487	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009085	scaffold_7:2487717-2488269	-	144	hypothetical protein													
FUN0_009086	scaffold_7:2490635-2492651	-	462	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009087	scaffold_7:2493743-2495308	-	376	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009087	scaffold_7:2494042-2495308	-	300	hypothetical protein		ENOG503NVPV									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_009088	scaffold_7:2497249-2498646	-	410	hypothetical protein		ENOG503NWT5											
FUN0_009089	scaffold_7:2498661-2499020	-	99	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009090	scaffold_7:2499891-2503010	+	711	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009090	scaffold_7:2499891-2502367	+	550	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009090	scaffold_7:2500479-2503010	+	586	hypothetical protein		ENOG503PVMQ									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009091	scaffold_7:2504007-2504319	-	83	hypothetical protein		ENOG503NWT5											
FUN0_009092	scaffold_7:2504330-2504888	-	185	hypothetical protein		ENOG503NWT5											
FUN0_009093	scaffold_7:2504942-2505502	-	110	hypothetical protein		ENOG503NWT5											
FUN0_009094	scaffold_7:2505795-2506077	-	93	hypothetical protein		ENOG503Q5AH											
FUN0_009095	scaffold_7:2506749-2507626	+	222	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009096	scaffold_7:2507831-2509153	+	264	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009097	scaffold_7:2509407-2509925	+	156	hypothetical protein		ENOG50KOG0197									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009098	scaffold_7:2510726-2511391	-	178	hypothetical protein		ENOG503Q5AH											
FUN0_009099	scaffold_7:2511629-2512548	-	288	hypothetical protein		ENOG503NWT5											
FUN0_009100	scaffold_7:2513022-2513932	-	277	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009101	scaffold_7:2514090-2517156	+	650	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009101	scaffold_7:2514090-2517076	+	640	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009102	scaffold_7:2519070-2520197	-	308	hypothetical protein		ENOG503NWT5											
FUN0_009103	scaffold_7:2521584-2522157	-	164	hypothetical protein		ENOG503Q5AH									GO:0005815 microtubule organizing center		
FUN0_009104	scaffold_7:2522482-2526979	+	1097	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009105	scaffold_7:2528231-2528518	+	75	hypothetical protein		ENOG503PCMT									GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009106	scaffold_7:2530523-2531782	-	334	hypothetical protein		ENOG503NWT5											
FUN0_009107	scaffold_7:2531983-2533390	-	415	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009107	scaffold_7:2532401-2533390	-	312	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009108	scaffold_7:2534969-2537993	+	713	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009109	scaffold_7:2538412-2539262	+	265	alpha,alpha-trehalase nth1		ENOG503NXP5									GO:0004555 alpha,alpha-trehalase activity; GO:0005975 carbohydrate metabolic process; GO:0005991 trehalose metabolic process		
FUN0_009110	scaffold_7:2542191-2543101	-	250	hypothetical protein		ENOG503Q5AH											
FUN0_009111	scaffold_7:2543189-2543534	-	114	hypothetical protein		ENOG503NWT5											
FUN0_009112	scaffold_7:2543749-2545403	-	497	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009113	scaffold_7:2545526-2547599	+	587	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009114	scaffold_7:2549407-2550258	-	167	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009115	scaffold_7:2550330-2550945	+	187	hypothetical protein													
FUN0_009116	scaffold_7:2554006-2554309	-	100	hypothetical protein													
FUN0_009117	scaffold_7:2558101-2558581	-	159	hypothetical protein													
FUN0_009118	scaffold_7:2559496-2561438	+	510	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009119	scaffold_7:2561989-2562385	-	110	metalloendopeptidase		ENOG503NX1E											
FUN0_009120	scaffold_7:2562567-2563340	-	238	hypothetical protein		ENOG503Q5AH									GO:0005815 microtubule organizing center		
FUN0_009121	scaffold_7:2563604-2565533	+	539	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009122	scaffold_7:2567341-2568192	-	167	hypothetical protein		ENOG503NWT5									GO:0005815 microtubule organizing center		
FUN0_009123	scaffold_7:2568264-2568879	+	187	hypothetical protein													
FUN0_009124	scaffold_7:2574496-2575345	+	282	hypothetical protein													
FUN0_009125	scaffold_7:2576079-2576549	-	142	hypothetical protein		ENOG503NWT5											
FUN0_009126	scaffold_7:2576747-2577233	-	84	hypothetical protein		ENOG503NWT5											
FUN0_009127	scaffold_7:2577884-2579139	+	330	hypothetical protein		ENOG503NVZ8									GO:0006520 amino acid metabolic process		
FUN0_009128	scaffold_7:2579141-2580335	+	347	hypothetical protein		ENOG503NVZ8									GO:0005515 protein binding		
FUN0_009129	scaffold_7:2580687-2581305	-	172	hypothetical protein		ENOG503PADQ											
FUN0_009130	scaffold_7:2581344-2583052	-	426	hypothetical protein		ENOG503PADQ											
FUN0_009131	scaffold_7:2584793-2585882	+	362	hypothetical protein		ENOG503PI86											
FUN0_009132	scaffold_7:2586352-2587102	-	232	hypothetical protein		ENOG503P2B4									GO:0016301 kinase activity; GO:0032958 inositol phosphate biosynthetic process		
FUN0_009133	scaffold_7:2587223-2587577	-	117	hypothetical protein		ENOG503P2B4											
FUN0_009134	scaffold_7:2587740-2590030	+	636	UV-damaged DNA-binding protein rad7		ENOG503NZ1M											
FUN0_009135	scaffold_7:2591953-2592270	-	71	hypothetical protein		ENOG503NVA1											
FUN0_009136	scaffold_7:2592361-2593813	-	367	hypothetical protein		ENOG503NVA1											
FUN0_009137	scaffold_7:2597867-2598498	-	191	hypothetical protein		ENOG503NTYE											
FUN0_009138	scaffold_7:2598715-2600113	+	342	hypothetical protein		ENOG503PCMT									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009139	scaffold_7:2602935-2604684	+	425	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_009140	scaffold_7:2605154-2605513	-	100	hypothetical protein		ENOG503Q34P											
